Date,User_ID,Location,Application_Type,Signal_Strength,Latency,User_Satisfaction,Download_Speed,Upload_Speed,Resource_Allocation
2022-03-14,V9I3LWQK,"Philadelphia, PA",Streaming,-20.350283626906702,272.0,3.0,805.1970721263447,99.38312373357725,137.81233083507746
2022-01-18,MSNU3BHY,"Philadelphia, PA",Streaming,,139.0,5.0,238.98212999505319,535.6548329578052,35.099056368384055
2023-12-08,KEIMZDEA,"Dallas, TX",Social Media,-77.1284064697459,369.0,4.0,881.0335578015083,548.8599254602748,57.00642674665184
2019-04-19,2XYIZU8U,"Los Angeles, CA",Social Media,-68.3444538876297,386.0,5.0,796.1076848795212,437.4851001944844,75.1922521963711
2022-08-05,X3JQBPW4,"Dallas, TX",Video Call,-34.83378259936157,241.0,1.0,7.5764989235007185,37.033397819133505,106.70905419311975
2023-06-29,LPHI40DJ,"Philadelphia, PA",Social Media,-47.15335278149303,260.0,1.0,764.2959913991393,254.0376673777322,91.61494691224246
2021-01-03,UC2HLW4I,"San Jose, CA",Social Media,-65.19068339431564,222.0,2.0,291.9474457523677,392.98415047458155,74.00636161236756
2020-09-20,6NTO8SLD,"Los Angeles, CA",Other,-43.79025077211743,101.0,,356.505818816379,43.41907857261835,124.59926866551153
2021-03-09,V4BSLLOZ,"Dallas, TX",Other,-124.42158185826746,292.0,5.0,678.6251980213606,322.0110721644073,47.005923756562225
2023-06-30,C51OHYXY,"Los Angeles, CA",Other,-128.23108841271218,342.0,1.0,855.7101080951821,203.75266184621205,40.81153555209524
2022-12-12,JO21QOZA,"San Diego, CA",Social Media,,36.0,4.0,376.806559987714,195.28922184926603,65.96254422805887
2022-12-19,1XQ8E5CO,"Houston, TX",Other,-45.291741562364706,256.0,1.0,832.001394483786,456.753868634695,72.79478387278806
2019-04-23,UZUJ5TU8,"Chicago, IL",Gaming,-23.272600843849332,133.0,5.0,575.0550480682824,241.88572269457777,46.47728710961724
2021-07-31,GXXJ9U58,"Chicago, IL",Social Media,-127.37671031449312,231.0,4.0,885.6955852004842,242.1109932080964,45.65368581639293
2019-12-30,GSTRHF0N,"Houston, TX",Browsing,-91.59113799365011,56.0,5.0,897.054835704405,470.88200696181235,112.28833592740963
2021-11-26,AZWQ8AVS,"New York, NY",Gaming,-101.14397841779468,278.0,4.0,1117.5271535695301,295.15625699699166,71.29934002316467
2021-04-23,FGKKDVY2,"Philadelphia, PA",Gaming,-60.104087578744995,185.0,4.0,602.8478958032723,72.6821713907821,58.82383676926079
2020-10-10,7HEFAMWX,"Chicago, IL",Browsing,-125.96761337849225,310.0,,519.2680416259797,475.4397540244674,16.906836370428955
2023-12-21,39QNHRTN,"Chicago, IL",Gaming,-100.45934143377089,,2.0,66.66327222360486,288.8429673182609,137.87409601359923
2021-06-27,29HWSRID,"Phoenix, AZ",Gaming,-42.09664143590979,272.0,3.0,482.0933771324021,465.8325982801288,
2019-04-24,905NMRV2,"Phoenix, AZ",Other,,287.0,3.0,316.15846983427247,55.313407017918756,2.6944130887702866
2023-11-04,UUHYX1PB,"Dallas, TX",Streaming,-93.28495062884032,6.0,3.0,974.123758667975,275.42524716688894,129.2605877149163
2021-08-15,VEFF5ZFB,"San Antonio, TX",Video Call,-104.1191592326638,241.0,4.0,487.5773261215837,471.6470390957121,148.2152512210773
2023-08-26,QWKLOMGA,"Phoenix, AZ",Streaming,,,4.0,539.045333084026,532.9734748725796,111.3841717174141
2022-09-22,FZODKS8X,"Phoenix, AZ",Browsing,,62.0,3.0,549.2705573637809,401.0315417523015,71.1254417279029
2022-05-11,ANMJMSSB,"San Jose, CA",Browsing,,121.0,,448.2863827411495,127.18512342695394,58.43160868419465
2023-03-22,PDR5X5GY,"San Diego, CA",Gaming,-42.577428642918804,190.0,1.0,25.678644276898453,376.24816037981117,149.00499802514406
2020-09-24,EUBYN7LF,"Houston, TX",Video Call,-99.87200048901053,205.0,,866.0813688011173,202.67260496970775,100.98733473874712
2021-12-16,MIVTBP88,"Phoenix, AZ",Browsing,-72.05826721829888,81.0,5.0,927.5929112085406,539.1971987457752,95.00910503127113
2020-10-20,5FAQ2J6D,"Phoenix, AZ",Gaming,-128.6446116376566,68.0,5.0,772.1401382233765,272.02543747068785,144.52084454529378
2021-03-22,3CFXRJS8,"San Diego, CA",Social Media,-34.870278264858285,18.0,3.0,481.35148540653825,240.6449646329782,133.75625788671266
2019-12-08,Y8UQF94Z,"Los Angeles, CA",Other,-84.98409969971874,258.0,4.0,582.4021340179249,76.0697247369526,89.01708032445345
2020-09-12,O8ZFNR01,"Houston, TX",Social Media,-42.87623589570862,212.0,,440.5719785539728,540.2067414650085,85.21536664930858
2022-07-13,NM4Y6S41,"Chicago, IL",Other,-76.68004535994348,353.0,1.0,181.0491468811544,359.16057039604993,140.7178552885693
2022-06-29,X7CJUFJ7,"Philadelphia, PA",Social Media,-60.35304961840336,334.0,1.0,743.3275207858013,198.67087793382055,7.575658373710165
2022-09-28,ORAPKYHF,"Los Angeles, CA",Video Call,-51.10596427149234,323.0,4.0,768.607457259456,37.825679111368935,122.27468314574391
2020-02-26,LZ3NPZCJ,"Los Angeles, CA",Social Media,-31.61731692511043,,1.0,459.6914394817321,84.23608139951388,72.58470500228847
2023-02-19,OQUF7G4W,"Chicago, IL",Video Call,-129.930057322683,182.0,5.0,114.84099504100386,65.02350496699808,0.10041943796135211
2022-01-12,GO5AZSLS,"San Antonio, TX",Gaming,-85.46974332712037,331.0,2.0,173.50242852995922,176.84053191002806,135.66866755032183
2023-11-14,EUSGDKON,"San Jose, CA",Other,-107.4790552220995,82.0,3.0,553.0124654575931,,57.6687790679453
2023-03-19,NMICFLN7,"Phoenix, AZ",Gaming,-126.85118489491596,180.0,3.0,910.2195015417152,92.11226361430364,24.589187444007816
2023-02-09,H13GHQFW,"San Jose, CA",Video Call,-47.127285625441345,383.0,5.0,308.85214580850266,,
2022-02-13,9SWRJSOV,"San Diego, CA",Social Media,-37.52875445361775,,4.0,,10.164899403703554,123.44569297957644
2021-03-21,RLWCSRLR,"San Diego, CA",Video Call,-95.96688179288243,,,1089.2671824306387,48.54824414294843,140.02069666064045
2021-07-19,N4LN2795,"San Antonio, TX",Gaming,,277.0,2.0,1101.8029498354636,412.8183748576545,37.19161906463619
2020-01-16,2B8E8YFR,"Houston, TX",Gaming,-64.06409076306717,54.0,,769.4768845270019,127.86297442686998,14.753985893713844
2021-10-04,B2B6MCGW,"Houston, TX",Gaming,-71.71621471630668,260.0,5.0,578.1460107588897,545.7834679989243,108.30263371368392
2022-06-30,S8MHQ211,"Houston, TX",Social Media,-61.2667829930667,38.0,4.0,307.6903137717462,499.3636811217894,37.12771786651875
2021-03-31,SOEICVHD,"Phoenix, AZ",Browsing,-104.17192869483208,165.0,5.0,20.797157506499666,329.41400998232666,126.19823974077687
2022-10-30,JGP46WZP,"Phoenix, AZ",Social Media,,4.0,2.0,913.5413270571263,51.073070982874505,108.86182929869469
2023-05-22,7FK3L4G5,"Phoenix, AZ",Video Call,-79.46052918303255,129.0,3.0,878.6085003376434,244.98056766816987,90.3232109279663
2022-02-14,6C5AX38N,"New York, NY",Video Call,-122.61734379639087,291.0,1.0,724.4762895698531,320.63848113368994,3.770964602906235
2021-07-08,MHZRM95Z,"Los Angeles, CA",Social Media,-54.12540828081204,32.0,,535.2098453791318,202.0989867033161,103.46889807713912
2019-11-18,XKMF9CW5,"San Jose, CA",Social Media,-88.49277392954139,16.0,,1119.664725650175,420.33418002512894,149.16971754752444
2020-01-26,T7KJ9N1I,"San Antonio, TX",Browsing,-97.62627131535508,,4.0,700.9636428927789,81.90066870959734,8.975011189856552
2023-04-27,2VEARP47,"Dallas, TX",Social Media,,209.0,3.0,428.5676365932901,170.14320222859968,82.3858898584596
2021-07-02,44VZKLSY,"Philadelphia, PA",Gaming,-24.303120140972183,116.0,5.0,1141.8486210276867,497.4565452880055,21.114067705297867
2022-03-20,HT1P765A,"San Jose, CA",Other,,,5.0,,320.6919260464172,115.82617933452326
2021-06-06,QTOF62TL,"Los Angeles, CA",Social Media,-114.92553135244592,264.0,1.0,639.6029668689638,,119.03037528262568
2023-12-03,K8MJPOAL,"San Antonio, TX",Social Media,-44.44020789557081,128.0,2.0,1085.1257284814317,,134.17349156185315
2023-02-11,UEMXGWV3,"New York, NY",Gaming,-88.57520202423927,180.0,3.0,547.064434128386,18.704337569122686,126.09019224281448
2019-11-20,9US8K0UN,"Dallas, TX",Browsing,-69.97206644967979,,5.0,259.2444652699732,567.8512178533405,
2021-02-09,5OLBC8KJ,"Philadelphia, PA",Browsing,,139.0,1.0,399.58333480027693,179.13136797135178,13.831633490635015
2021-10-28,93EPF9Q1,"New York, NY",Video Call,-35.915040837448984,293.0,3.0,704.60172382853,573.6796974783426,71.96781692564113
2019-11-11,TTTNG743,"Los Angeles, CA",Streaming,-104.59467046824854,113.0,,804.6952491847244,136.69932795408235,46.75727970438784
2023-06-03,33ST4WXS,"Chicago, IL",Gaming,-77.37147343669085,364.0,,227.75779918988115,21.213704271583865,147.46846222922971
2020-04-24,TI5WYRQ1,"San Jose, CA",Video Call,-114.5894523079835,187.0,,1118.6265089493925,526.9123134887727,134.76554246396282
2019-11-22,Q3S5B76Z,"San Diego, CA",Video Call,-114.46115221132044,250.0,3.0,5.329172353744083,371.6777735163867,140.2140384393457
2020-07-04,0N6DH215,"San Jose, CA",Browsing,-64.06981809124514,258.0,4.0,85.59057051871517,339.05371326285444,7.393932727950747
2022-06-23,9E74DEDF,"San Jose, CA",Other,-44.81684847147997,,1.0,272.5637103619776,,60.860604686663336
2020-05-24,ECG7RFXJ,"San Antonio, TX",Streaming,-27.290913376945085,264.0,3.0,1006.1471687607183,424.35904249628595,64.15445275926481
2022-10-02,NXW7SZOY,"San Antonio, TX",Browsing,-110.79837932133408,127.0,5.0,925.5691802449362,368.50097499655357,61.53736067744809
2022-11-05,E7E0YXCS,"Dallas, TX",Video Call,-39.786238040777675,54.0,,222.88899704910756,170.30570441511637,42.1227545773957
2021-03-14,JG1IWCXH,"Los Angeles, CA",Gaming,-62.46618378506763,299.0,,761.5004438948696,83.07691023735518,89.26929165914197
2021-03-29,4R8HS4KV,"New York, NY",Gaming,-99.76262161968197,133.0,4.0,516.1183714993476,585.5459033581623,84.57321393521741
2023-09-03,N9KIP1CP,"San Jose, CA",Browsing,-123.2028420249602,187.0,,1069.4249874398572,67.52732284962563,142.90068644655594
2022-01-08,A2T1QCSZ,"Philadelphia, PA",Other,-122.83265101669711,139.0,5.0,675.5360030796555,591.6265980518623,84.17119136378972
2020-02-11,Z3M0NQIO,"Dallas, TX",Other,-34.110201099093715,,5.0,617.2234157669686,491.8446097558118,17.5657009932218
2021-03-17,ZP7FIWQC,"Los Angeles, CA",Other,-35.71412212155586,58.0,3.0,404.1268236755975,216.08056212542147,144.06983490068686
2019-04-19,FLVTFCDT,"Philadelphia, PA",Video Call,-21.913648307506577,86.0,4.0,199.21025053139294,573.5759170440623,62.29768320853368
2021-03-21,R4K6BOZP,"Phoenix, AZ",Social Media,-57.425482856685065,64.0,4.0,319.95004349520275,302.232323154751,9.247160505241176
2023-06-08,ZJSINU3R,"Houston, TX",Gaming,-80.75385037808263,,1.0,1044.5416106919574,520.4424283112378,87.92668209437957
2020-04-26,PX9RT4X6,"Chicago, IL",Social Media,-33.19685578721416,276.0,,266.16736367264843,597.6150750879764,100.33285857810245
2019-04-04,U5YGJN1S,"Philadelphia, PA",Gaming,-23.901695107361917,259.0,,110.73496724749651,504.5207893191558,7.019848338499668
2021-03-23,SDNPCWRW,"Dallas, TX",Browsing,-78.62467727410889,19.0,5.0,104.51649120174507,430.1973918614081,15.814304717459166
2020-10-25,OUS71393,"Philadelphia, PA",Gaming,-20.698158242802336,180.0,3.0,545.3016136786265,256.6372260297614,58.61902344183162
2020-10-25,W1VFZHBJ,"Los Angeles, CA",Gaming,-107.45238293925561,254.0,1.0,257.7208558934088,201.78453452621622,81.09085119525699
2019-09-14,43VPRM78,"San Jose, CA",Video Call,-70.05746566475693,354.0,5.0,528.0283710782119,483.5675764613153,67.0113054804628
2023-01-17,WR6KQM6S,"Dallas, TX",Video Call,-73.9486749934531,63.0,,891.9186128675034,514.1775019294286,123.7954723896411
2019-11-01,7OSNFFMU,"Houston, TX",Streaming,-82.25255758872572,336.0,,101.95601564597605,465.55443997459173,36.44108826215709
2022-09-01,H7JIC9W5,"Phoenix, AZ",Streaming,-82.22009172477331,337.0,2.0,1154.5812606157178,555.4438264213294,28.48840575894852
2019-12-29,KQXSTZPJ,"Chicago, IL",Video Call,-108.52888494758149,114.0,1.0,,93.25856910731838,76.66040871330834
2021-10-09,21E8777P,"Houston, TX",Streaming,-102.14694785280483,,1.0,898.8294481658916,126.49471561759186,22.636024672027133
2020-03-08,JADJU5WM,"San Diego, CA",Streaming,-73.08094362441403,85.0,2.0,8.564612789854609,495.47590867987543,89.01670298514301
2022-09-07,QKUBTVG0,"San Diego, CA",Social Media,-68.64752982619439,29.0,1.0,982.0924345898181,149.5095223967096,61.798238793345305
2021-03-16,E85YICN6,"Phoenix, AZ",Social Media,-62.41408168296415,,,905.6079800295237,178.1003222873457,79.23721833173171
2019-08-05,FV50GNM0,"Chicago, IL",Video Call,-76.6613190026207,392.0,5.0,187.54534251856688,410.9127939297564,100.36180585631692
2023-08-26,M09KCK93,"Los Angeles, CA",Browsing,-96.19876070365964,67.0,5.0,502.19004605802184,364.8839239918393,85.0194782765151
2022-12-13,DBXYD2NM,"San Diego, CA",Gaming,-95.64200241390944,59.0,,1035.3528967411721,24.92079117941257,99.99931990689996
2020-01-26,H37L5TM4,"Phoenix, AZ",Browsing,-100.76884570415984,330.0,4.0,459.3815157602086,33.24958783768919,135.0311996448301
2019-08-04,TPPGRH9X,"Philadelphia, PA",Other,-103.3459329414292,,,493.86645166811974,114.69639216319318,57.47775927123861
2021-08-13,3DUE09UB,"Philadelphia, PA",Social Media,-67.01513806707749,,5.0,376.10477962572537,392.7590180699111,79.06814328850486
2021-08-12,M4E24MH8,"Philadelphia, PA",Gaming,-96.78348792353253,77.0,1.0,409.2749876539716,567.5630762176999,112.01113158941962
2023-11-06,1QJ640GT,"San Jose, CA",Social Media,-68.67722230451884,172.0,5.0,1079.762528640297,130.37128487877482,123.80939806194039
2022-11-04,ANSW1GLD,"San Antonio, TX",Browsing,-40.32837692243062,118.0,4.0,1144.5598495086824,484.19231099691075,20.862666083006932
2019-07-23,W7KXENNL,"Philadelphia, PA",Streaming,-80.57579935511058,62.0,2.0,898.6398612811474,281.5318460450505,
2021-02-10,1IZJ1MPJ,"Dallas, TX",Browsing,-52.48318891697609,241.0,5.0,488.16540621062444,387.68909693893613,10.518717438129531
2022-08-07,WHCMAIBW,"Los Angeles, CA",Streaming,-121.46011966734864,225.0,,1037.354636075381,209.40196554814904,32.63185406542809
2023-05-31,5NTPJ7BN,"Philadelphia, PA",Streaming,-98.34735702442904,40.0,5.0,497.19195016957576,290.9951161915219,130.92220372147077
2023-07-17,IGTIIZZ5,"Dallas, TX",Gaming,-110.2374058594962,36.0,3.0,609.8306751593514,336.09274273962257,54.82709153964917
2021-10-07,HPFE1KTT,"San Diego, CA",Browsing,-92.96257660714855,,1.0,,463.65302745744975,103.56364865023579
2022-05-18,70T3ZPNY,"San Jose, CA",Video Call,-28.462770265212498,293.0,5.0,252.2004057728306,301.4522914570843,120.24428913812606
2020-02-23,U9Y0RA5W,"San Jose, CA",Streaming,,286.0,,624.6738851518248,117.07851309255473,141.20962817765795
2023-05-10,Z0MY1KFI,"Chicago, IL",Browsing,-129.05907636320873,10.0,5.0,375.74867555992984,203.2966796647817,5.818013728705984
2019-06-06,0OIJJ7E3,"San Antonio, TX",Other,-40.68999503565459,382.0,1.0,275.1045459707682,17.379603281893186,44.41362020785336
2020-03-30,3QGWCNVC,"Phoenix, AZ",Other,-104.76457055021739,106.0,4.0,930.8339939701443,552.1865207152525,23.89604870759994
2020-01-13,OPS4A1RK,"Dallas, TX",Social Media,-61.700025142270164,42.0,1.0,86.90049054358511,363.74085768919883,46.47927041833946
2020-08-29,5Z2QH2E3,"Chicago, IL",Video Call,-115.98936388641442,349.0,3.0,1077.6420793669888,305.89810484243895,61.60047629833508
2022-03-29,FDTCAKNH,"Dallas, TX",Gaming,-64.67522783244759,,2.0,801.6524432558624,230.55650854657236,30.436878305202985
2023-11-06,RV8SFGX5,"San Jose, CA",Social Media,-75.82279914504332,96.0,,889.0020317377316,501.29289041547213,37.28152422352655
2020-06-28,O8VEWXRJ,"Phoenix, AZ",Video Call,-98.96152492583553,298.0,2.0,1103.9780075509664,443.23748336320597,7.091260283592238
2021-03-30,R3DQLEZ9,"Los Angeles, CA",Streaming,-29.291059159385526,186.0,2.0,997.8891643711554,153.02748036253826,88.48322162923
2023-05-18,H5P3UOGX,"Phoenix, AZ",Video Call,-115.27230307255671,,4.0,210.09028143740244,80.77157067833656,101.59225077913518
2020-12-07,N85M5UO5,"Houston, TX",Streaming,-37.144252573851816,227.0,2.0,193.54517504428165,72.87872041335146,19.909759987429588
2021-03-26,I0O813WY,"Phoenix, AZ",Video Call,,382.0,1.0,928.2806002922974,222.52967889062086,139.86738305954285
2023-11-07,KKZL57FZ,"Houston, TX",Video Call,-62.04164878835037,63.0,3.0,,572.2212393445172,
2021-03-19,YTGXZH60,"Phoenix, AZ",Other,-111.12016113230462,282.0,4.0,612.1676988002081,58.09572095198441,37.33104170722202
2023-10-24,5ZSBSN55,"New York, NY",Social Media,-69.20882999423041,235.0,3.0,573.327511970575,583.6806755149983,89.9858352374126
2020-02-11,CUJZOT5Z,"Houston, TX",Gaming,-94.15603115469585,,2.0,77.04211639738938,554.8667616682196,59.08788783582341
2020-02-10,E57UJ24O,"New York, NY",Browsing,-100.58830651567061,271.0,1.0,838.4246911294845,132.3372509958844,124.90196740981206
2022-10-21,7I38MSM1,"Philadelphia, PA",Streaming,-24.815039990025156,210.0,2.0,21.101081273816156,83.21993000632557,47.77411475817857
2023-02-27,R7J331F0,"New York, NY",Streaming,-40.47152991891983,110.0,1.0,157.06974518043745,183.4018237482215,104.37224120888368
2021-04-09,3XUP2CZ1,"Chicago, IL",Browsing,-120.74452716974093,281.0,,162.18174787134444,528.307958039139,58.50982526949389
2021-07-20,9R5ENYPA,"San Jose, CA",Video Call,-124.68663601417296,317.0,1.0,17.94705545806341,287.1602088962729,128.180370183901
2021-07-14,RIAUUKCA,"New York, NY",Gaming,-41.01287379641853,204.0,,1063.0375069199554,180.70746897608802,71.71987672031929
2022-09-06,N5ERNNY4,"San Diego, CA",Gaming,-64.75787127259619,393.0,5.0,887.5833494155388,263.8329104907314,17.11522013527111
2021-10-04,8VOFJ444,"San Diego, CA",Social Media,-102.27136494929434,,5.0,535.4711651269434,390.697214617452,67.31458687109433
2019-05-13,K88YEILR,"San Diego, CA",Social Media,-80.51019979965253,59.0,,748.4111270395573,411.01735521923337,100.55943674213697
2022-01-05,8VFVGD0Y,"New York, NY",Streaming,-76.47198477802961,140.0,5.0,17.853454850035753,304.92494685867183,53.19373884895155
2022-12-04,YHUT522Q,"San Jose, CA",Social Media,-39.19359675403064,288.0,,352.317557821816,139.54182991752046,89.1604637015029
2022-09-11,ZDN42J1H,"San Jose, CA",Video Call,-89.88303608664945,225.0,5.0,166.76893085282023,299.50993645708866,131.60454534333542
2021-02-10,VUUE7C6O,"Dallas, TX",Video Call,-108.46793215194714,97.0,5.0,788.8772574295197,,91.56029493377287
2021-12-25,QNG56U8Z,"San Diego, CA",Other,-83.41748007647713,389.0,4.0,578.2483998303849,212.68847859985095,67.86849478827989
2020-08-18,96POVDLV,"New York, NY",Social Media,-39.68241809436873,297.0,1.0,535.6513712936058,290.46440702352174,0.403908888690635
2023-04-29,M5OXU4U3,"Dallas, TX",Gaming,,378.0,,653.5261800306139,373.8127916103373,7.0673080906809185
2020-02-12,H6H41550,"Chicago, IL",Other,-128.52151832466095,350.0,5.0,906.764922926699,191.7932595374937,21.574490567576344
2019-10-07,K3ZZJY6T,"San Antonio, TX",Streaming,-53.32845734700899,,,788.6601108473409,462.5068053192748,146.729322124541
2021-08-29,YDXY9MST,"Phoenix, AZ",Browsing,-38.93783164826948,104.0,1.0,209.9676382740998,135.11715365253,42.797275831438455
2021-12-31,RQ93612P,"San Jose, CA",Other,-28.28297049431083,181.0,5.0,1086.5391810317776,124.02968633417922,11.177424403493363
2023-02-01,LUEYLJQN,"San Antonio, TX",Gaming,-35.469167701352475,305.0,2.0,661.8695780396595,283.7976630480372,81.70336252320342
2022-06-12,KXFQIM3E,"Philadelphia, PA",Browsing,-42.1398642209827,6.0,1.0,942.1835063467058,51.50820683167963,103.61052107343171
2023-07-18,K1R2ZT27,"Philadelphia, PA",Social Media,,284.0,5.0,534.472899174387,,66.02125129272214
2020-06-27,CAW3WUK3,"Los Angeles, CA",Gaming,-26.4618979696246,67.0,,952.8247438131403,92.67223682977898,4.520319680794821
2022-08-14,EOVBB4KD,"San Diego, CA",Streaming,-84.84599674148839,336.0,,262.7456735112273,230.62426180728326,138.0546575903584
2019-04-26,Z8E0OH9H,"Houston, TX",Social Media,,72.0,1.0,689.8028610717953,259.78618072996335,127.70988431126746
2021-09-01,JC32LZ12,"San Jose, CA",Browsing,-75.27480098167896,317.0,3.0,877.1899289901377,168.26849468168166,51.019437871464376
2021-02-20,9WT21C42,"Dallas, TX",Streaming,-33.63560836319576,178.0,3.0,698.9785158589003,302.3854739224794,88.04467382942548
2022-01-04,SPLP47JR,"San Diego, CA",Streaming,-120.11064770683632,219.0,5.0,,415.0022330342737,120.26133582878866
2022-05-27,EKI82RNT,"Houston, TX",Other,-68.88623502751263,271.0,1.0,1129.9031411966166,69.01290847298071,18.56521938916972
2023-03-18,0F7LNUKT,"Phoenix, AZ",Streaming,-39.56732126730667,167.0,5.0,780.5713688279965,212.0954034729609,87.75163499189362
2022-02-06,642RGC93,"San Diego, CA",Social Media,-76.66081288303049,239.0,,4.899608707207426,378.9173322402893,30.572902863424634
2023-03-20,6NZGN8U4,"Houston, TX",Social Media,,97.0,,723.5061144298443,308.3428661072136,149.82068949817537
2019-05-04,K2GHHUD2,"Los Angeles, CA",Streaming,-103.582199423504,190.0,4.0,362.66940566460255,159.59379773788265,49.57325679610812
2021-06-20,Y1NAK9TM,"San Antonio, TX",Browsing,-68.24453555962094,,3.0,994.7387286586021,61.17233414976959,98.05976549242308
2023-04-10,BT7FDV11,"Chicago, IL",Gaming,-107.93419272419838,41.0,4.0,155.71468396722406,253.29889466795944,25.81806771528993
2021-01-10,CRK8ZLI3,"Dallas, TX",Other,-105.14495280473473,83.0,4.0,806.0204722403507,285.27619735494244,11.3317257042309
2021-03-30,V0850G7E,"Los Angeles, CA",Video Call,-75.07300851867214,52.0,5.0,107.32791165979654,66.09053209663627,138.7358607225899
2021-02-06,Y204L8T2,"New York, NY",Video Call,-22.04618463502358,87.0,5.0,276.2277987600191,18.609624421321126,13.349055642011336
2020-02-25,ED188W50,"Dallas, TX",Streaming,-38.100674889114416,19.0,3.0,,72.29132431489178,81.97524982518593
2023-01-09,LQZD810Q,"New York, NY",Streaming,-39.62733355722574,242.0,4.0,344.49114925482473,208.1756631417248,49.493605391736324
2020-05-09,7B3K1GIH,"Chicago, IL",Social Media,,260.0,4.0,397.9882437537811,163.49513873334843,59.99858446379918
2021-04-04,E1XVCGF7,"New York, NY",Social Media,-21.621927420976846,231.0,,1080.5218555634767,64.29966843020776,1.4835694780777509
2019-05-05,SHF7V5O5,"San Diego, CA",Video Call,-58.686540960710076,77.0,2.0,736.9216273733695,262.5400092137772,91.84896703987604
2020-05-29,LHVFYE8D,"Philadelphia, PA",Other,-87.11115541518234,43.0,,269.9821495124424,400.7694396227397,85.57772606061083
2022-07-21,UH5OQNZL,"San Diego, CA",Streaming,-73.09982479698664,101.0,3.0,730.4802790633506,159.95176208956602,109.36632972110901
2022-11-20,22K3W581,"Houston, TX",Other,-90.39757007125465,329.0,1.0,69.89501312281416,227.74441289651418,99.19244677320228
2023-08-19,29OZOE4F,"San Diego, CA",Other,,,3.0,609.5186149692796,257.00343891639085,26.807523668600524
2021-03-04,ZIUGBNGJ,"Phoenix, AZ",Social Media,-61.15208414963065,337.0,5.0,,328.9910979684733,147.3847070595759
2021-04-18,HX3E0N6O,"Philadelphia, PA",Streaming,-127.26116127707435,245.0,,595.248379201565,229.5616676687639,55.71520202451809
2022-04-20,JFU9FZ4M,"San Jose, CA",Social Media,-93.0794132750322,361.0,,,89.52006642540017,82.81113336287311
2022-05-23,JDTOZW2J,"San Jose, CA",Other,-97.437479315641,388.0,5.0,991.0842204094887,,16.954660692116775
2020-01-27,Q80DPV2P,"San Jose, CA",Video Call,-33.211924022921835,86.0,2.0,956.666516232059,84.5884821706923,54.72462693593103
