Date,User_ID,Location,Application_Type,Signal_Strength,Latency,User_Satisfaction,Download_Speed,Upload_Speed,Resource_Allocation
2020-04-05,1UJFDDGz,"San Antonio, TX",VoIP,-81.19516888906291,57.0,5,895.2428952725744,16.300491006448926,66.03225193356226
2020-10-30,V3SO1irL,"Los Angeles, CA",VoIP,-95.31059218702403,169.0,3,588.2025046618725,4.393573030072206,27.969028658349558
2020-12-21,zbznGSZ1,"San Diego, CA",,-108.97722052654561,10.0,1,324.3967179577614,357.99583086933245,26.138763860220926
2020-10-13,pyMSDbDB,"New York, NY",Web Browsing,-82.63715337519417,297.0,2,366.9893310324941,219.33092983709983,35.79767366556581
2022-09-29,zYZY7teI,,Web Browsing,105.24131063031317,150.0,4,884.3118065382522,448.9588487362292,25.67670771382653
2021-06-13,RmuVgWR3,"Phoenix, AZ",,-114.57785499004827,185.0,1,477.425691181048,151.20503349819637,68.27626819092693
2019-04-08,YudQNye9,"Philadelphia, PA",Gaming,,233.0,1,516.9835699386656,347.80235094122463,66.20994232594965
2019-07-15,xQesmcLi,"San Jose, CA",Social Media,-102.78878749201742,251.0,2,389.5375492174235,390.56376987277696,27.463207681815216
2023-09-16,CoS50Ysn,"Phoenix, AZ",Gaming,-118.267348715645,175.0,1,,216.10893322303332,56.48822196940769
2022-08-31,kkaqeItb,"Philadelphia, PA",Streaming,-90.22102163041673,,5,-344.7533933994603,400.56240799819415,60.222010154584005
,5lDoWyFc,"Los Angeles, CA",Streaming,-108.48278359238924,227.0,1,981.4010139105276,145.33035502548836,49.25544302285301
2023-03-07,5XlChgfO,"Los Angeles, CA",Streaming,-99.50520986225976,156.0,1,430.49536458700663,209.48095582365912,78.41464754993625
2021-02-17,0Rd2s8kl,"San Antonio, TX",Social Media,-76.58757702099982,118.0,4,-38.09691735838372,482.80495742851656,89.60994043594098
2022-07-13,LbZyepFl,"Houston, TX",VoIP,-113.98260980563641,198.0,1,200.45311850009261,65.22547977676979,36.731992602290276
2020-08-12,nNhNY5wc,"Philadelphia, PA",VoIP,-35.55767617741819,76.0,3,873.1476383066386,232.55437097383046,9.061888575285582
2019-11-27,K4Id5uWV,"Dallas, TX",VoIP,-105.23359160431566,64.0,2,239.47289167482577,226.2207967555823,7.127311544220016
2022-07-21,nuzM3DzZ,"Houston, TX",Gaming,-34.548310170600516,68.0,5,82.47192161462213,289.80398312468185,1.4378898733390266
,iXOPUAR1,"Los Angeles, CA",Social Media,-103.49435010663919,75.0,3,-759.547644650942,141.4067506225655,43.863622316473474
2023-02-12,Znn1Utlo,"New York, NY",Gaming,-33.92208524188344,27.0,5,114.42562212844165,349.8876368270867,51.663010268628774
2019-07-22,3Zib60IU,"New York, NY",VoIP,-69.67012553121569,89.0,2,,337.8836659391038,10.477935720743925
2023-12-06,wugvoA2a,"New York, NY",Gaming,-74.12434391828631,231.0,3,642.5162042443461,412.980923389915,
2019-11-25,x8J17LNn,"Phoenix, AZ",Social Media,-47.88744986081626,92.0,3,41.177805161707546,461.9690676566872,69.32788725034239
2022-01-27,L5cThpm9,"San Diego, CA",,-96.70256249844175,135.0,3,385.12531297111843,-363.9833812346912,78.55966711732512
2023-11-06,ZbDuY9wU,"San Diego, CA",,-86.77506554423833,211.0,1,949.6379062909255,223.47241265500378,49.11675986201169
2020-02-29,kmmohhs5,"New York, NY",Web Browsing,-85.7392628978559,182.0,5,776.2808198392656,206.669437038995,61.03194570017999
2021-08-22,f4xQ1vQe,"Dallas, TX",Streaming,-35.33476405257014,104.0,3,270.8947519190067,478.17272058631164,85.99299523730666
2022-08-17,IvIRoHPD,"Houston, TX",Gaming,-73.37199755958906,12.0,4,265.5310264185192,97.90458196904228,76.9855981267779
2020-11-10,4Cy1uP1u,"Dallas, TX",File Download,,292.0,3,152.9859342970602,480.30607687023286,6.893201921027714
2023-09-04,tWEp9FoU,"San Diego, CA",Streaming,-43.59032962132487,127.0,5,380.8670464481806,378.43013532914006,4.010493656367786
2023-03-23,84DqTJyC,"San Antonio, TX",,-76.84727338178868,9.0,3,614.7133419463121,10.07445773222404,18.54825388544673
2019-03-05,UvJN8iK8,"San Antonio, TX",Gaming,,167.0,4,870.5859092903294,481.4528952961029,37.79047781207595
2021-02-04,rCBxbW5A,"Chicago, IL",Web Browsing,-30.212739009063228,212.0,5,858.0235159750379,31.815587706892245,3.4338991982574285
2023-01-13,V1LQS1kY,"Houston, TX",Web Browsing,-81.61289955017331,236.0,4,310.99383833061864,204.19705003389714,75.225226443998
2023-01-20,RhVXqjTs,"New York, NY",VoIP,-45.24707088861837,223.0,3,523.7144857040552,345.7705441912846,-25.843113502496394
2020-04-28,4vwQfGWf,"San Diego, CA",Gaming,-40.67089765128509,-233.0,1,146.2533253582189,420.4682556996676,94.74391497928693
2022-10-24,DfCTJbY4,"Philadelphia, PA",File Download,-118.89524823679193,38.0,4,831.0020162640495,63.89478572590052,77.08710009982487
2022-12-14,NayaR4hT,"Phoenix, AZ",VoIP,-59.81312700117597,77.0,5,419.17328711966775,,94.12921036566063
2022-12-24,upHYAOA9,"Houston, TX",VoIP,-101.9330627698089,273.0,4,592.5223023968227,-383.40222787273734,37.23735630157366
2020-11-10,LhnSVyj3,"Houston, TX",Web Browsing,-39.43961879078496,141.0,4,928.2941853338359,101.23859263493351,0.6808742716220895
2020-11-20,AugCfyak,"San Jose, CA",Web Browsing,-98.86249954028095,267.0,5,326.1538548723205,422.83595534273707,70.95055694014385
2020-09-28,JSBbZsla,"Phoenix, AZ",Streaming,-116.82155984884872,42.0,4,728.0189516439316,73.22563812275568,25.933557646555517
2020-11-05,ORdqwuzy,"San Antonio, TX",Streaming,-95.79382729273442,32.0,1,-276.1292280202723,251.78998914356387,58.93239967821135
2020-07-15,qn5KzsRx,"San Diego, CA",Web Browsing,-119.10347972837626,35.0,5,646.9095622350609,16.533693966535257,62.04840746132872
2021-01-09,EcM97zoY,"San Jose, CA",VoIP,-112.12556522663023,293.0,3,523.0615609886798,4.1571550001821,94.98231989938944
2021-03-23,29MKQ4CE,"New York, NY",Gaming,109.92486242053394,29.0,1,920.8908221593305,28.644778916457003,58.39117715298063
2023-09-03,4L7R9m4e,"Dallas, TX",,-40.00645221362001,135.0,4,76.51961506853289,496.5039832890468,82.4882892164407
,CRHOD2Tq,"Houston, TX",File Download,-41.22889195100342,161.0,2,787.9657662541376,304.5742912497466,61.761622458034026
2023-02-04,OsZ1Pkg1,"New York, NY",VoIP,-90.2659907041241,263.0,4,909.4750908718744,223.15053141854295,53.15461436634891
2020-08-11,CoMuyfG1,"Phoenix, AZ",Gaming,-76.94858040950555,,5,,-40.089479342907076,85.7598257458287
2021-01-03,RsUVtP8n,"Dallas, TX",,-85.45397385996279,127.0,3,732.1171681494174,31.670433645791363,56.434275022599834
2019-05-20,Fn5AEJhy,"Houston, TX",VoIP,-49.09894094592201,,4,132.4061835269177,30.30786393270013,54.97956595417257
2023-10-15,FrD7GyXq,"Los Angeles, CA",Web Browsing,-111.25799383339606,288.0,1,967.9935895743009,148.17780058933906,-52.491302864446595
2020-06-15,niCWtMHk,,VoIP,-118.8478635188577,63.0,5,498.0456498716007,425.39166732059414,
2021-07-24,pjVyUTzO,"Dallas, TX",Gaming,-115.44305619564497,127.0,3,511.57444444554665,361.2805394748493,92.15251924769395
2020-03-03,5Ie69eHP,"San Jose, CA",VoIP,-31.21445814806897,260.0,4,368.44995831151584,48.26819150604717,19.859447862566093
,iATkHY5I,,VoIP,-44.12987964778935,280.0,3,750.0625427474541,107.9669649088405,
2019-11-19,XqCcouSO,"Philadelphia, PA",Web Browsing,-59.841062041313755,124.0,5,134.67728064456398,242.67846454272103,72.17145580058681
2023-03-14,TPdPa4tL,"Houston, TX",Gaming,-96.43650808392803,45.0,1,844.0587861293111,368.3525849838176,79.27696613559401
2022-02-10,2lGsAqOo,"Dallas, TX",,-103.43711805380302,83.0,5,497.6588454449048,,97.32858945392054
2023-10-25,VGcwAH3X,"San Antonio, TX",,-110.87743744671533,66.0,5,950.6583254004998,89.2692750612934,74.44618491457007
2023-02-28,nHmRwogP,"Phoenix, AZ",VoIP,-69.03387069508818,208.0,3,969.1585556957272,378.0441952969324,94.83820981526597
,7pCvaegj,"New York, NY",VoIP,-115.71649216311744,114.0,1,700.952680437822,271.7834899950663,52.70089296179403
2020-08-19,phymQ3Nu,"San Antonio, TX",,-79.97460548286486,51.0,2,867.2991563150115,147.40354128591022,22.511643779610324
2023-03-18,G4drVrEL,"Phoenix, AZ",Gaming,-89.3750929721379,7.0,2,264.4836644172261,116.57920234601626,75.48019047675308
2021-04-01,ZfsrblFS,"Philadelphia, PA",Web Browsing,-36.20987601321099,277.0,3,338.86019632109463,173.61639784529976,57.603959391570015
2023-01-28,YfqtcA6t,"Chicago, IL",Gaming,-118.90951341390462,290.0,1,396.5498616149806,372.29458475672686,57.12497651585746
2020-01-12,8qXW8xiG,"Phoenix, AZ",VoIP,-73.28065544706985,12.0,4,142.23594841599473,257.7310751112016,
2022-05-24,WHqYvzrT,"San Antonio, TX",Social Media,-114.96833839340866,97.0,4,816.2475763601716,22.86329900917522,32.525589155504285
2023-01-02,RixizHSm,"Phoenix, AZ",Gaming,-42.6538296002996,-125.0,4,733.488319972595,50.342887853990995,
2020-04-11,vd00xGkm,"San Antonio, TX",Streaming,-48.697294600405186,202.0,5,709.1729839106032,69.0910389839129,25.11772304906461
2019-05-15,QeUVcboF,"Chicago, IL",Gaming,-84.83262348057988,,4,442.5392866229231,420.5998037818465,17.491644559509535
2022-08-20,CK2ynFoF,"Phoenix, AZ",Social Media,-54.76054595517877,112.0,5,310.4586144919412,367.1669948783703,59.20449082012947
2020-12-26,DBHkx16u,,VoIP,-31.550895761142485,105.0,5,108.26042182092965,162.4612434294871,19.04703232105144
2022-09-27,SQaTdYtt,"San Antonio, TX",VoIP,-35.391442841493145,129.0,1,183.67662854634858,35.90011848365632,45.3955627463347
,h4UV6e3C,"San Antonio, TX",Social Media,-115.0451997928468,43.0,3,428.86398267595507,212.8085760379911,85.9344517719087
2023-04-06,BWb1XDnb,"Dallas, TX",,-32.804331804668436,209.0,3,790.3407136931957,360.34662830726273,87.77580434422705
2023-07-01,sWK3Jkxz,"Los Angeles, CA",Social Media,-78.77722450526076,227.0,2,189.46883670043303,,57.83395639440621
2023-12-06,6jEMoR2u,"Chicago, IL",Gaming,-43.85513019685203,,1,887.455048068509,,72.62127937816713
,HMRICKYe,"San Diego, CA",Web Browsing,87.73542990942124,38.0,1,725.2281357775541,72.1964018377409,89.8359005489935
2022-11-12,WxWQHVG7,"Los Angeles, CA",Social Media,-47.194162274303096,189.0,5,405.9740306771623,105.62796182401169,10.67062068099166
2023-08-05,CP10FFnj,"Phoenix, AZ",File Download,-57.32892215113644,56.0,3,383.18466696155417,91.11385244134362,8.680768943765605
,2uGiOAJU,"Philadelphia, PA",Social Media,-110.90037694765806,232.0,2,108.57642976160986,391.2706371785934,51.52204764144596
2022-06-03,GcgWqpPI,"New York, NY",VoIP,-75.90861891874803,82.0,5,,,33.55318356915507
2023-12-13,643sGqah,"New York, NY",VoIP,-76.85877436931352,126.0,4,538.5038068861186,215.5970088618751,4.974287728075555
2019-10-10,zAneOYxH,"Houston, TX",Social Media,-61.55452985939489,136.0,2,721.7566984531005,373.0757819792924,
2020-10-25,bEJZAuaB,"Chicago, IL",Social Media,87.09044523028369,-74.0,4,134.42023390880942,103.63922441959417,11.265086237707155
2023-02-08,bMvMlgqa,"Phoenix, AZ",Streaming,-114.52633439007651,,5,305.8393271011004,373.478763347349,24.126480321088305
2022-12-16,wMp23BYR,"Houston, TX",Social Media,-92.76163235317452,162.0,5,157.7825063746443,371.8417779011346,44.01406477542764
2021-01-04,4P9YVPah,"Chicago, IL",VoIP,-54.475838516316045,47.0,5,806.995776464625,43.64332293373402,69.48526716096846
2023-05-08,WIwfGsPt,"San Antonio, TX",Social Media,-72.48620994579417,248.0,2,957.5103237877229,110.54553823758879,67.5622713019616
2022-03-19,YGjDoBSs,"Houston, TX",File Download,-43.752035311109495,150.0,2,363.8281226064126,49.99652696438683,38.631226022853646
2023-07-27,gZweC47I,"San Diego, CA",Web Browsing,-88.98328606006156,154.0,2,210.51149171624328,,96.0590888993391
2021-09-12,zrEOzmY5,"Chicago, IL",Social Media,-83.3902257713109,20.0,3,731.7605402160439,397.84051788131717,22.457045729659786
2023-09-05,GRTHmBDF,"New York, NY",VoIP,-42.96489479186917,89.0,5,745.7045851864549,221.7024678394295,36.76237029763188
2022-07-07,72rDWkyY,"San Diego, CA",File Download,-46.72325910020025,254.0,5,118.31409376392699,127.36212859358609,45.465794094024105
2022-02-11,YdhKSllF,"Chicago, IL",Streaming,-37.3447663703958,191.0,4,811.0240727628571,404.5391934416559,41.67067270757803
2020-02-24,Xvkyvdt3,"New York, NY",Social Media,-90.01575537484145,-282.0,3,687.9944993182256,203.82908866084736,23.629411171108583
2020-04-23,hki0rxpF,"Phoenix, AZ",Web Browsing,-101.5929308504754,134.0,4,646.6373179530855,484.53281756073784,8.979250675812944
2023-09-12,UzAiFGs0,"Phoenix, AZ",Web Browsing,-67.21037200908481,220.0,5,42.81074386787842,116.47801822505632,65.65492667790154
2020-10-02,9fdw7NMn,"San Jose, CA",File Download,-81.5109924823816,251.0,2,679.4294967759834,294.56125345143624,73.86871257154313
2019-05-26,roEAWdsU,"Houston, TX",Streaming,-65.41343901993346,202.0,1,546.6421936421689,372.11976704046646,20.658465101071954
2021-08-27,aFguLrQL,"San Jose, CA",VoIP,,88.0,1,139.12567792134521,15.744549768214322,83.70337500129608
2021-12-31,Ol4Pp7uV,"Chicago, IL",VoIP,-93.56899061456784,,2,384.9068455227887,84.56909237294651,85.17974368180141
2022-11-16,kcOh6IOX,"Chicago, IL",Streaming,-83.68166757070915,182.0,4,736.3513999118708,298.49845460203585,58.20163233138466
2023-12-10,4WEJITmL,"Philadelphia, PA",Web Browsing,-37.594444579567835,87.0,4,286.8640270595645,27.095345792794156,78.43618282546964
2020-04-28,pU4muR9x,"San Jose, CA",Gaming,-56.17183952070125,201.0,5,750.1052042777726,462.6517575104585,8.711755135030796
2019-09-06,2r96E8nN,"Philadelphia, PA",VoIP,-34.07914196444064,157.0,1,256.6359806957931,98.72157172992834,17.36630336967452
2023-05-24,elz2mfLL,"Dallas, TX",Web Browsing,-66.0402602014008,,3,414.3795630858409,172.055859494137,42.394795275278504
2021-10-05,9hO66Y4i,"New York, NY",,-80.73719126911544,138.0,3,764.2016418116891,157.48684776542078,43.32641357250516
2023-11-15,IHIkHyMD,"Chicago, IL",,,98.0,2,645.4126621226004,350.06045118700644,31.916120958293458
,YPby4DRc,"San Jose, CA",File Download,-88.27853516889378,107.0,4,895.4799329929513,468.55945775489016,10.728472444346382
2020-10-14,4wCQzPiM,"San Jose, CA",Web Browsing,47.18303926609653,229.0,2,302.0911830542159,139.71205724346842,34.573988600692715
2022-03-15,5nikD1ih,"San Diego, CA",Web Browsing,-114.07327946229866,136.0,4,41.90143911256894,176.2121114644757,65.55902733523345
2023-07-24,VT7tSoIV,"Dallas, TX",Web Browsing,-30.655055138384228,248.0,5,25.532789230755306,233.29141450659935,31.930825735802117
2022-06-14,9l16HdqW,"Philadelphia, PA",Gaming,-38.46691924084212,219.0,3,484.8156932694796,1.3382537784124016,78.4092242308012
2022-04-25,btYVd5nR,"Dallas, TX",Web Browsing,-68.52809104472874,58.0,1,311.18407793559965,371.8895881056764,43.69648809026106
2020-11-19,uH5wk4AD,"Philadelphia, PA",Web Browsing,-41.09827219282964,-295.0,2,83.09423090086653,354.56704624856644,95.63950446216714
2020-05-19,bajgPyot,"Dallas, TX",VoIP,-118.42320877528039,81.0,4,16.46932193214601,353.2746590860718,4.597006956294713
2023-09-05,jbJOAsBI,"San Diego, CA",Web Browsing,112.74467984266278,57.0,5,,56.10374907798127,70.59174063016428
2020-07-27,XZOHWDg8,"Dallas, TX",File Download,-32.31995401194992,98.0,1,324.24420177402004,,35.63772946744644
2022-10-28,ksuYdz3I,"New York, NY",,-94.67862654795034,,3,900.1866959757147,370.2708136989574,18.885473157648292
2023-10-10,GRmAX94l,"San Antonio, TX",File Download,-113.91984054415126,300.0,4,224.27281067203552,326.30734443906374,25.20649541124961
2021-09-14,YiHLdcOZ,"San Jose, CA",File Download,,136.0,1,797.2567607931657,126.77650582580591,61.8159909370636
2023-09-06,D37xJLzg,"Chicago, IL",VoIP,-80.06216011992143,-121.0,3,593.6293602241303,467.5431954834777,2.5803194297466248
2021-01-20,HIQ2mRAm,"Philadelphia, PA",Social Media,-52.73191644034745,163.0,4,899.4538462283986,154.8193199131314,14.721641328767543
2021-01-16,5t6fT5u3,"San Jose, CA",Streaming,-58.561997775053676,150.0,4,709.1958717151797,84.67928597901548,54.08605584807902
2019-01-23,uuEBDRc3,"Los Angeles, CA",Gaming,-107.88788489676382,197.0,3,363.9383833495278,337.8851159357661,42.865592309396675
2023-01-17,v82mCoMh,"Los Angeles, CA",File Download,-110.43645397317306,259.0,5,,483.4063069027484,95.67316240131719
2019-06-20,f16pzI21,"Philadelphia, PA",Streaming,-52.80800367737986,205.0,1,312.5496020564116,461.611270598481,72.07602381525528
2022-02-12,oDf4EEFO,,Gaming,-30.045182148663386,274.0,4,307.1948974726415,28.44654471467739,52.28934743000582
2023-02-18,wgfqHanp,"Chicago, IL",VoIP,-47.17217706602129,252.0,3,891.6709239910012,278.4595922586775,57.262601207266805
,vJfyi23s,"Los Angeles, CA",Streaming,-39.615165732063986,131.0,3,563.9449272881184,245.45510712111735,56.60863822031262
2019-08-20,CkGOedmh,"Los Angeles, CA",Streaming,,210.0,1,181.83892606880647,230.94176568756995,61.74830825768362
2019-11-18,ggCHKeg3,"Chicago, IL",,-67.25018773608394,84.0,3,963.5464486221834,161.83065613767755,32.30604324856283
2021-03-04,Gi92N4qS,"Houston, TX",Gaming,-81.83505567717607,190.0,5,861.5435660757669,31.726059754104085,51.22323693909805
2020-09-10,mV2EesxH,"Los Angeles, CA",Streaming,-65.80857946965007,,1,213.76474319325612,260.7808009765515,32.62604880512314
2020-10-18,diboUV7C,,File Download,-95.36426597212662,103.0,3,,168.81541306325647,-33.64508219699657
,kdcvo35r,"San Antonio, TX",Gaming,78.27176076807419,175.0,4,567.9410267029447,471.8753364741019,10.607134092952586
2022-01-07,V3iBTxA8,"Dallas, TX",VoIP,-102.98661429987068,157.0,4,307.05623768199797,,45.877115323952445
2022-10-23,6YC9b6VS,"New York, NY",File Download,-31.968436114431938,201.0,2,444.1521214350114,462.4374866098131,15.57674641532829
2020-03-02,4TQf8Vt3,"San Diego, CA",Web Browsing,-55.03434350286577,34.0,5,457.5057141980486,,45.62706289905963
2019-09-29,E9LNiWPT,"Philadelphia, PA",VoIP,119.83454644614606,79.0,4,230.55924867522492,391.5839740046704,88.93919734694813
2020-04-30,TfT0uQvn,"Dallas, TX",File Download,-37.81174706042471,,4,274.26090299247886,,12.29702209736937
2023-10-19,xMTBAEYw,"Houston, TX",Streaming,-105.37509890819591,52.0,2,698.2816468795681,342.0142531559836,42.56886111454469
,UFfQv5Ti,"Philadelphia, PA",Gaming,108.40288164061775,208.0,3,907.137607822253,270.29448997466994,22.209180116293815
2019-12-05,81KXDwtx,"New York, NY",Web Browsing,-72.17439920634467,178.0,4,630.0430471241943,13.508114144007767,20.5134186220681
2021-07-16,k2fKhAL0,"Philadelphia, PA",VoIP,-87.63739118202882,-98.0,2,-554.0307158827613,437.9691447027874,33.13906046329422
2020-01-12,3skHgxf4,"San Antonio, TX",VoIP,-47.800591861311474,92.0,4,717.6279050285232,20.97027432173737,23.491056649532293
2023-07-11,wzRpvsAF,"Dallas, TX",Social Media,-103.00064627116147,263.0,4,634.2292611368248,241.83450609882985,79.9802628063985
2022-08-20,sxhqtPkD,"Los Angeles, CA",File Download,-71.57245536348555,251.0,4,927.2168514755049,307.1092555637552,66.57743931386287
2019-05-08,14paCrUw,"Philadelphia, PA",Streaming,103.0469116813161,262.0,5,849.4658152479994,255.88536321970795,76.53969599346237
2022-02-07,MtrZG1zq,"San Antonio, TX",Streaming,-47.47309390065587,102.0,4,50.218452112515635,166.70811255216302,88.3756330604327
2022-11-28,I4YERL5G,,Web Browsing,-72.46968018824583,278.0,2,555.3348625640207,449.512050905612,56.472067564987015
2021-07-12,RHSJgfsc,"San Diego, CA",File Download,-53.407181323876785,-229.0,3,587.8167102682272,438.9769576822427,
2019-07-16,MGGaj74N,"San Jose, CA",Streaming,-117.19983356838097,130.0,5,6.280387456960135,162.89562932543632,51.85216938931004
2021-09-12,nLagwmWQ,"Dallas, TX",Social Media,-79.55806923133662,176.0,2,686.0584294538455,-494.94347838687406,84.86983070600144
2019-11-07,SwUU8y8g,"Chicago, IL",,-58.295462978721645,218.0,1,999.1114935348666,498.77051371026937,96.74096477244873
2019-11-15,5gbkZmRN,"Philadelphia, PA",Web Browsing,-112.0918102059417,82.0,3,796.4593724761417,314.1829707908506,
2020-06-08,o1KTH5c2,"San Antonio, TX",File Download,,281.0,2,969.7265235220557,311.86945316516545,36.5920022835599
2022-05-13,L3mBXQlU,"San Diego, CA",Web Browsing,-33.67445520456219,255.0,1,563.0338857799044,258.977179155805,58.33343081296276
2021-10-20,phMfxB2L,"Chicago, IL",Streaming,-89.39761041815491,83.0,1,-752.1398462635494,,0.1678076777282489
2020-04-28,UCYvKODz,"Chicago, IL",File Download,-66.62817175529364,232.0,1,565.7494780342287,495.3610254940898,10.971492496545975
2021-10-11,dE3pmRT5,"San Jose, CA",Gaming,-38.08936275579961,268.0,3,594.1600329087157,111.36562334793265,48.69042930578208
,JX8xq9YF,"Phoenix, AZ",,-64.01563050206212,181.0,1,146.44151754220692,280.4484391295269,51.90046423594082
2020-06-21,R9c0TdQx,"Philadelphia, PA",Web Browsing,-87.50410590818873,53.0,5,244.59130092182346,264.10617840022144,9.371600341908703
2021-01-22,601JAFyn,"Chicago, IL",Gaming,-91.6092120163867,102.0,4,730.5317014757121,398.3084149177645,18.176503736770844
2019-06-02,AthfmWWT,"Phoenix, AZ",Social Media,-32.73359704820244,273.0,2,,274.9493759747215,4.147634207196682
2019-02-26,UpRJak1p,"Houston, TX",Gaming,73.9367432827838,293.0,1,673.5906761842892,231.6023149350111,30.534587078508192
2022-06-07,3ilGae6j,"Dallas, TX",Streaming,-62.5600244642326,87.0,5,624.3798683701867,451.94953266166067,37.13695945851562
2019-10-31,QLiI6ats,"Los Angeles, CA",File Download,-78.3318781369863,232.0,4,74.09301948073454,486.55843880285954,75.37922973817044
2020-02-15,Ran7Lrhh,"Phoenix, AZ",Web Browsing,-113.76152589759766,94.0,4,151.8590093003316,156.3578433606513,-15.38617946330808
2020-09-01,RUjyHhCu,"Philadelphia, PA",VoIP,-79.06983265873761,85.0,1,344.50365082585677,312.5049528636213,11.10655494635413
2021-11-09,yLZnS2TO,"San Diego, CA",Social Media,-75.09353128724541,63.0,5,929.1423133447458,26.964416441956686,88.9431042799648
2021-11-14,2nXTV5F2,"Philadelphia, PA",Gaming,-71.1245701356745,201.0,2,570.2042516580909,300.33801338799316,44.58968387071502
2022-08-17,9mkRR7nk,"Chicago, IL",Streaming,-85.26655968955299,116.0,2,628.5394598491782,110.12351836352308,55.62325885121481
2023-01-03,CODs7CUw,"Los Angeles, CA",File Download,-101.51049220201223,206.0,1,175.6875974692249,491.0301797967391,82.62977348953807
2020-06-20,lHwka0Rz,"Philadelphia, PA",File Download,-116.14985402611691,176.0,3,347.5289595169536,139.7233538974927,16.22824836222554
2023-02-15,EoSyTtNJ,"Dallas, TX",,-68.62558668131456,118.0,2,939.4301697650213,418.50832669262945,66.26209132236468
2021-07-31,Juwz1zUo,"San Diego, CA",Web Browsing,-55.49792093973109,224.0,1,,-173.0444256658371,40.76812013369553
2023-07-17,NkYcJIIk,"San Jose, CA",VoIP,-70.4943069057646,120.0,3,846.4532569731283,494.4967657432345,80.15544849971168
2022-01-22,qt0vUS9i,"Phoenix, AZ",File Download,-58.27671874337874,105.0,4,369.43252016055214,471.3088966704907,18.80739857087075
2020-02-26,kB8X1hyb,,Streaming,,15.0,4,315.1163216053827,87.35788315125248,40.64261232291686
2020-05-29,XjbeZtIN,"Philadelphia, PA",Social Media,-33.61920051752095,144.0,3,458.9742441835949,-402.7947935183786,75.12140739969104
2020-04-12,Z0RdFQ9x,"San Diego, CA",VoIP,-105.63497960510388,247.0,3,727.666003284045,58.97288953274826,2.200366069301063
2020-10-08,z0U2Hftm,"Dallas, TX",VoIP,-95.548406581733,148.0,1,840.5269760886605,435.84631517391466,71.4824228831312
2023-10-04,moU5jAGz,"Philadelphia, PA",Social Media,-80.03945795351919,78.0,5,725.720915872821,1.4508462621023455,28.24522899888846
2019-05-31,Sqz9XlWs,"San Antonio, TX",Social Media,-37.43912703799792,153.0,4,305.6620826518949,-488.2210719238164,98.326119671586
2023-10-11,cRSSsOB0,"Houston, TX",Gaming,-56.20467271943011,192.0,3,351.5766087012355,81.66611884096598,17.479495590589124
2022-04-15,7KNlIm2J,"Houston, TX",File Download,-109.39235686020888,222.0,3,237.94840900077807,332.2173735800167,48.59920558853534
,9hQ9vGEC,"San Jose, CA",File Download,-71.65064496501031,185.0,1,692.0001959209507,,86.65299872925476
2023-04-22,QbwlHuvm,"Houston, TX",Web Browsing,,282.0,3,131.2457161083539,42.00251352856954,79.87620324628784
2021-03-17,yVn3Y1tY,"Los Angeles, CA",Social Media,-66.03126821106878,161.0,4,563.9861264115113,298.607132243737,69.01318775947597
2019-08-18,P9fcOTsz,"Los Angeles, CA",,,283.0,3,817.7451560148684,236.4839480112616,7.946595389439903
