Date,Id_utilisateur,Emplacement,Type_d'application,Force_du_signal,Latence,Satisfaction_des_utilisateurs,Vitesse_de_téléchargement,Débit_montant,Allocation_des_ressources
2021-04-01 06:37:57,E1QNSHY1,"Phoenix, AZ",Téléchargement de Fichiers,-69.33779685355105,181.91872542980255,2.0,353.6354271491542,180.670948024405,69.10009497561464
2019-11-06 09:30:35,OAZ72VZ3,"Chicago, IL",Streaming Musical,-88.3915604239231,245.15710596594167,3.0,449.5452475156388,308.5123097403734,77.61764958586029
2022-02-21 13:51:42,2OGZKYOU,"Los Angeles, CA",Visioconférence,-59.96656600989846,87.57182851776298,5.0,797.1939912335356,222.0555357362907,81.55306685426079
2020-11-28 05:52:03,49GWJZ8E,"Dallas, TX",Streaming Vidéo,-105.87787611211073,203.88913097392447,1.0,485.9282106121102,169.75893855132978,50.7034545053536
2022-11-23 04:11:37,1Y7PVMTB,"Phoenix, AZ",Visioconférence,-101.05419351196626,230.5922992862489,1.0,581.2074576489165,136.65115582842003,79.6078158304109
2022-05-25 07:47:36,2A9UYZNF,"New York, NY",Réseaux Sociaux,-109.57870633182056,170.4710083829624,4.0,586.8250893052569,85.52630567509375,64.25152762704857
2023-06-17 02:18:21,Q7W5SCNG,"New York, NY",Téléchargement de Fichiers,-91.05409326983224,126.93992640760251,4.0,457.894767464168,167.84175225752372,54.08829959004697
2022-02-22 21:10:19,X15B9OYR,"Houston, TX",Streaming Vidéo,-106.43544726669408,220.68615048990367,1.0,213.5405539067522,64.47944237435904,53.144597271634666
2023-10-05 13:19:38,RK6MHB4R,"Phoenix, AZ",Streaming Vidéo,-36.01959809818648,38.31799386972615,5.0,727.3995666041694,414.07732294078914,78.61452724923936
2023-07-02 20:22:18,22SCRT33,"Chicago, IL",Visioconférence,-66.3344435946656,197.700137035814,3.0,786.2987022830313,425.6946215990268,59.8498484092938
2023-09-07 19:47:40,VV9ONPXG,"San Diego, CA",Visioconférence,-58.96020085540823,129.1310375286762,3.0,697.8166618574991,432.6014489151397,59.06783187646173
2023-05-30 18:22:00,RJTGAE8J,"New York, NY",Navigation Web,-96.86656190777704,196.4089270918373,2.0,516.2733349826233,144.15408552476393,29.343007271649004
2019-02-12 09:05:01,N8VQJ7Y9,"Chicago, IL",Jeux en Ligne,-106.63614870148002,229.3754011651217,1.0,240.5821302910112,51.50332134423856,66.38579278585144
2023-10-15 10:30:04,8UEDKO1J,"New York, NY",Streaming Musical,-72.80516589057623,121.38605366063894,4.0,785.4137201843599,446.284313374674,30.84554783286811
2023-11-12 21:37:15,T5BQZTQZ,"Los Angeles, CA",Streaming Vidéo,-107.37417746025606,258.9191935537678,2.0,375.8335733291364,187.8948040630685,76.43540409443332
2023-05-25 20:16:47,HEYCNN4F,"San Antonio, TX",Réseaux Sociaux,-95.30039039438915,254.8815914656148,1.0,248.12519454101425,165.45285504255406,26.358403297151103
2019-03-27 19:07:08,TURG1NND,"San Diego, CA",Streaming Vidéo,-55.03045488926983,48.67517875001329,5.0,953.929773270652,429.0112891754356,70.80625323656008
2023-10-30 21:49:08,HDVNRPDG,"Dallas, TX",Streaming Vidéo,-58.89733419487533,60.531467060779065,5.0,500.9628394253803,388.493429023674,56.32149114423978
2020-07-30 23:20:38,YJJL1XW0,"Philadelphia, PA",Streaming Musical,-73.68938499221456,181.2976549975969,2.0,408.31592219766185,204.158787599308,49.32228472281777
2021-02-01 09:46:55,OK96BUG6,"San Antonio, TX",Jeux en Ligne,-37.36842362017754,91.69817679825984,4.0,948.8068073998928,365.49865876858274,50.38637901500447
2021-03-10 05:41:52,7KZO1XY9,"San Antonio, TX",Jeux en Ligne,-44.94048611241489,28.517443357249743,5.0,675.7228734638516,202.0946289915302,96.7783426434156
2022-04-10 03:50:35,G1LYKJ3J,"Dallas, TX",Streaming Vidéo,-106.60078788393074,256.57954502338094,3.0,492.7607412450871,112.65945404631503,60.821401540437456
2023-10-26 15:34:52,4T37JV0K,"Chicago, IL",Réseaux Sociaux,-114.83122744783768,261.41864657783725,2.0,138.65098952894806,200.6425879127933,67.14495685476572
2020-03-21 06:13:21,E0EKOUEN,"New York, NY",Streaming Vidéo,-74.0464638576623,156.98135370667237,2.0,735.8953173704011,371.9993992053882,60.01212406421977
2019-05-14 00:42:59,KZH1DPF9,"Chicago, IL",Téléchargement de Fichiers,-31.18848824061816,144.56608380555792,4.0,574.2493562314671,136.06566390043952,44.97092869354032
2020-06-27 18:30:20,QYLDBTPR,"San Antonio, TX",Jeux en Ligne,-108.64293269228256,259.2136773598541,1.0,463.0013174825664,101.9857588345872,59.68205614992555
2023-06-19 13:56:45,LWMA0DPT,"Phoenix, AZ",Téléchargement de Fichiers,-66.80501280193164,113.59657755822828,4.0,468.2035309511026,211.34147450759735,71.83708933627672
2023-04-28 13:59:42,MCQSVZ0X,"San Diego, CA",Réseaux Sociaux,-55.25876258763349,54.26212652715167,5.0,795.4066915501174,293.2596156114315,45.21855876955213
2022-11-06 10:06:22,WDGRRMB1,"San Diego, CA",Réseaux Sociaux,-76.51406193270128,120.7551874292442,2.0,350.316556430263,156.92642811447882,35.429064322619965
2022-03-19 09:45:07,ACYRAIL9,"Phoenix, AZ",Jeux en Ligne,-34.65191521154044,164.98526596355848,3.0,706.6271490396966,249.2657368344476,81.07991576053693
2021-02-21 08:47:46,N9G7KQIV,"Chicago, IL",Visioconférence,-103.75852406890644,161.0406367346378,2.0,525.1610912982802,25.96836498735836,64.46307852570851
2023-11-11 18:31:30,6DZWLUX7,"San Diego, CA",Visioconférence,-41.70512177504946,143.23018233429102,2.0,616.4307334855201,340.91397611630566,54.030269379718526
2020-04-22 04:54:04,U2QOO0TO,"Chicago, IL",Visioconférence,-55.89466978250309,90.73424063070868,4.0,631.4096777997378,213.4543060864889,87.02628851275065
2022-10-23 21:41:58,OYGDYH78,"San Antonio, TX",Visioconférence,-113.1318191207774,218.2690420063064,2.0,404.2522564894059,190.19025828299405,64.70141862338279
2022-11-25 10:02:40,4U0Z0W7H,"Phoenix, AZ",Streaming Musical,-67.70140396541575,99.73561904154036,4.0,581.8185952441305,244.72935277253168,49.01094787504418
2020-01-31 22:41:53,UY1JRSWN,"Dallas, TX",Jeux en Ligne,-101.55098993990566,260.3814695206487,2.0,676.111272180013,142.38352139623575,63.82220648387557
2020-08-22 12:07:18,SR8WL8SG,"Chicago, IL",Streaming Musical,-90.57897917728056,155.14917210467468,3.0,174.13220328371565,261.7658940363401,76.86686698183166
2023-09-11 03:10:13,HSUIFCO5,"New York, NY",Jeux en Ligne,-108.70825252043912,253.9663587763237,1.0,116.52509340068936,261.66500617292405,51.916075892042606
2021-08-18 18:19:59,C3KX8F73,"Phoenix, AZ",Navigation Web,-68.47935083077749,180.0885131989093,3.0,690.0162244858252,393.63661276228,63.85973169497346
2020-12-04 11:44:06,XJWJJHHN,"Los Angeles, CA",Visioconférence,-60.8804430575052,96.88594111126623,3.0,361.70148276403006,447.7890118719763,70.50978068005469
2021-10-05 03:16:58,G7EJ12U4,"Phoenix, AZ",Jeux en Ligne,-31.8094397678954,100.77663651027486,3.0,687.6861786624697,367.118092177292,79.07981081406207
2020-01-04 03:35:14,NIURYILT,"San Diego, CA",Téléchargement de Fichiers,-66.09152963059978,85.3783656534736,4.0,723.007155716534,323.6155803329968,36.487962797344885
2021-04-08 09:59:05,EEOP02B8,"San Jose, CA",Téléchargement de Fichiers,-86.14347167592058,129.2252378808221,2.0,295.989995453708,335.27044956093164,38.64170888663827
2023-03-04 08:26:53,2QNEENPU,"Dallas, TX",Visioconférence,-48.77777304251762,63.08888607870345,5.0,542.8587778383404,242.85043128157128,62.78520376344653
2022-02-06 12:36:09,WM1TFDZH,"Chicago, IL",Streaming Musical,-118.76500019666514,189.23685245194784,1.0,54.019696383219696,6.780336539263082,37.91834333550037
2022-08-13 20:52:00,YCS8CA16,"San Antonio, TX",Visioconférence,-52.61369098634013,108.57800041403628,2.0,469.4176989313784,297.3299927205649,51.49537734503892
2022-03-15 05:44:37,FJY7YMC9,"Dallas, TX",Streaming Musical,-36.67803848822162,87.1477227889767,5.0,998.229656634086,256.27556962630257,30.1212576036678
2020-10-29 16:36:30,QPHRTW5K,"Dallas, TX",Réseaux Sociaux,-114.92186106231443,185.64463548370705,2.0,343.9099165101944,230.60857801321072,37.72608637935495
2022-03-11 03:20:30,5A1MFK4V,"San Diego, CA",Téléchargement de Fichiers,-94.1228195253684,223.3647995440491,1.0,189.75588587313365,243.6241235019177,32.17521198762141
2019-11-15 04:49:22,0ZBRPCVR,"San Antonio, TX",Streaming Vidéo,-39.57602233211652,32.53350358315128,5.0,522.4822522316043,306.9391678510019,64.77625357523685
2021-04-24 02:55:00,01YD5R0O,"Phoenix, AZ",Jeux en Ligne,-102.65630408651546,245.0177915016881,2.0,278.9377471323601,108.53262189186133,93.4274143384482
2023-04-28 15:25:01,DQDR0CBF,"San Jose, CA",Jeux en Ligne,-56.642156320522496,174.85053276044184,2.0,714.2912079760727,340.526669979617,70.50864269295253
2022-09-05 06:16:31,KPBAM9KQ,"Dallas, TX",Téléchargement de Fichiers,-119.20047507111728,234.64638807253135,3.0,424.255937214759,168.1930271175966,62.87871181799006
2023-04-19 23:22:24,APGOEZXX,"Chicago, IL",Visioconférence,-86.06456237311257,133.27315772826006,1.0,314.5748518091994,91.43922830165128,90.76107054481588
2019-10-02 22:08:24,QZ4TQMBI,"San Jose, CA",Jeux en Ligne,-51.02942747208954,165.33521155994794,1.0,907.0107349900768,379.8331242413152,95.45277170674927
2020-05-20 05:40:40,MFP4IQN2,"Los Angeles, CA",Streaming Musical,-68.93865752751856,182.535710365062,4.0,862.3773572904508,31.367839625487196,57.81515810255833
2020-05-18 12:45:02,83AJEZM2,"Philadelphia, PA",Jeux en Ligne,-79.94796920022404,98.13811113713882,4.0,208.9247363040911,293.8786561215139,88.7298523469558
,5MRGVTK1,"Houston, TX",Navigation Web,-37.7700314788583,41.86572980559231,5.0,430.7480082194767,389.6392531711391,68.04601936458546
2023-08-06 22:49:59,5SXO296P,"Dallas, TX",Jeux en Ligne,-102.21223033623578,268.2738093386696,1.0,222.54796807440135,280.195970373318,59.38605956782263
2021-08-13 14:09:42,107R56RS,"San Antonio, TX",Streaming Musical,-60.58874867277169,115.34795853406214,5.0,786.0292643747033,384.8152772421488,36.434045009866445
2022-01-13 21:06:02,RWV3C0O5,"Los Angeles, CA",Streaming Musical,-43.83678490667795,120.75182168105668,5.0,858.6268424186085,297.10763848204124,58.69543135815822
2019-10-31 03:45:33,Y9KNNWQR,"San Jose, CA",Visioconférence,-35.98162014185962,153.78116597558804,2.0,830.7680788871189,359.43812728710475,83.4417433337824
2021-10-23 11:15:52,ZCXXTFP9,"New York, NY",Streaming Vidéo,-111.50225439064248,206.4576404032708,1.0,289.65972968468907,146.07093512193995,62.848099990134045
2023-03-23 23:48:58,RC1U4KOQ,"San Antonio, TX",Navigation Web,-66.27025395674869,148.490257766145,3.0,707.660439970521,335.0854695661737,36.64871965874013
2020-07-13 20:30:12,1URB9HWV,"San Antonio, TX",Streaming Musical,-66.11880239327044,114.83985678578642,5.0,680.8571888097322,435.5398507532025,49.47982312995131
2020-04-15 02:27:32,YVVTPRQJ,"San Jose, CA",Streaming Musical,-95.60983057384358,211.47802942503404,1.0,260.4118836246658,119.09879688008364,50.2763186847272
2023-09-03 11:16:20,CPCKU31I,"San Diego, CA",Téléchargement de Fichiers,-113.44033979402178,151.32989067172997,1.0,28.12571808173324,13.373044930794038,51.666042576241566
2021-07-09 11:53:49,9N6X5AGL,"Los Angeles, CA",Streaming Vidéo,-39.76646304588277,116.42908762705429,5.0,462.2942709986038,477.8071080339548,96.0797891110733
2020-01-27 10:54:58,0W5NYL1S,"San Jose, CA",Streaming Musical,-55.12389491585964,180.1620999386956,2.0,539.8747041766104,139.27836814255085,57.43375048831113
2023-01-12 01:05:17,54ZOVMKS,"Philadelphia, PA",Jeux en Ligne,-100.05871491949428,212.92786059090332,3.0,643.2699636329032,162.54814723820215,95.3121863296602
2023-02-01 19:27:47,HN2W8C53,"New York, NY",Réseaux Sociaux,-77.81645220648676,88.41255372049515,1.0,372.1196324416397,127.60738484480372,23.85505311266389
2020-11-21 18:02:46,HNBXIBP5,"Phoenix, AZ",Téléchargement de Fichiers,-98.70546419135508,171.86117126025923,4.0,569.5286903298594,202.12420101410345,51.65363345909956
2021-07-14 13:21:35,V1GOK3ER,"San Diego, CA",Streaming Vidéo,-73.9478871410498,175.40499634688257,4.0,459.68028861076,315.6040061621497,89.28283733754604
2023-10-24 19:40:25,XOCUWW20,"Los Angeles, CA",Streaming Vidéo,-58.752740428960834,113.72984307418898,4.0,599.9728899217182,187.73730309336213,50.0449350513122
2023-06-10 15:50:07,A9UQ57NE,"Phoenix, AZ",Streaming Vidéo,-98.0809785551036,163.62618132252445,4.0,292.01761580262104,260.1935985288532,91.8123954872454
2020-09-16 23:36:44,9CSVKOAT,"Chicago, IL",Téléchargement de Fichiers,-115.70411539759672,238.13906551541555,1.0,312.5077745444002,141.2548279125496,35.86877229046684
2021-03-16 07:13:52,XBQFHV29,"San Jose, CA",Visioconférence,-61.689469846758186,73.50824858168254,4.0,663.9943670430131,294.62588862935024,53.586614455593306
2022-09-04 13:31:58,UFW69CSG,"Los Angeles, CA",Réseaux Sociaux,-80.89111391293412,118.1701284841811,3.0,316.19404282028205,249.16306936409964,55.77645663773728
2023-03-18 03:43:47,Y2IZ15LU,"Chicago, IL",Visioconférence,-78.25702712187109,115.69324931160828,4.0,417.6312850785292,366.2323003734378,84.94815659596739
2020-06-14 18:42:50,I1JN1AM6,"Los Angeles, CA",Streaming Musical,-77.77334629188077,198.46930762770975,3.0,703.6914489848484,120.01228788210156,34.49509532217668
2021-12-13 14:11:10,5CDBMN8U,"San Antonio, TX",Navigation Web,-64.72260709385952,102.70288136294003,4.0,554.9024706499526,312.2215246543317,53.4373090413655
2022-08-15 22:55:57,I4THRRYE,"San Diego, CA",Streaming Vidéo,-119.20013818826996,219.47994815469025,2.0,435.5290407358502,128.27408304247973,54.1377123637953
2023-02-16 19:19:38,4HZL54YM,"Chicago, IL",Navigation Web,-118.35909610698094,234.1164628834312,1.0,215.3374006238085,157.3036723483628,55.85190939231947
2020-09-24 01:14:16,70TRHIGA,"Phoenix, AZ",Navigation Web,-110.56502055787509,217.4226476908955,1.0,71.25524512078906,188.9391295958116,35.94846075894161
2023-02-12 09:19:59,DVEGX05K,"Los Angeles, CA",Streaming Vidéo,-111.60971739410422,186.06830660030585,2.0,368.0895646784725,0.0,52.6280645547721
2020-04-07 07:55:06,OXXJO1SV,"Philadelphia, PA",Jeux en Ligne,-84.28473691208256,209.2709216936582,2.0,783.6369567150031,378.3979944588823,61.813349694984296
2023-08-30 21:42:18,E94JH3AL,"Philadelphia, PA",Streaming Musical,-104.70081584113646,251.75636338662184,3.0,408.0041657365722,100.31420677140852,56.98879700081687
2020-10-01 03:25:26,5UL6GZRM,"San Diego, CA",Visioconférence,-62.35948067622211,163.9687320034931,2.0,306.8021668636978,296.62833145124466,56.32566133061208
2022-01-11 01:08:16,OZEUDM9C,"Chicago, IL",Jeux en Ligne,-68.72460771061391,182.62404111695383,3.0,576.0925239978083,151.2692480865996,63.69176796274255
2019-04-18 03:26:10,8SQ7ROUW,"Los Angeles, CA",Réseaux Sociaux,-37.28970556193407,138.94699149197308,4.0,703.6799726702824,383.8764392456486,65.70763255858503
,FEFIJ88E,"San Antonio, TX",Jeux en Ligne,-85.81133100473374,152.43844563568555,2.0,454.5629790132586,236.61536493011232,58.60446773247943
2021-08-20 14:38:16,XI8U07TB,"San Antonio, TX",Visioconférence,-43.47153874550273,62.01162582948692,5.0,661.5471270384388,190.50143752415772,85.7434672885685
2022-03-29 00:01:33,7LJ9ZWBB,"San Diego, CA",Streaming Vidéo,-113.2207934207335,197.02049673393535,1.0,222.28310020766423,72.8065423821057,58.34778646579812
2022-10-19 07:19:46,XVVHGY35,"Dallas, TX",Streaming Musical,-47.918434915547806,160.44729751450674,3.0,800.7716713478327,289.3320030635808,65.64046480209075
2022-03-14 17:46:57,T3OV614L,"Philadelphia, PA",Téléchargement de Fichiers,-50.59154818196649,20.57150973565834,5.0,693.4608975952486,327.85385599565546,51.79496432258098
2022-12-20 03:40:31,QIWOXWAS,"Houston, TX",Visioconférence,-77.66327716335707,238.81419474751124,2.0,400.76047275965743,257.5161993772909,94.10841384528985
2022-04-22 03:22:14,VASCLU2E,"Chicago, IL",Visioconférence,-71.08064275660126,120.82395965024884,1.0,779.0963301438371,227.68843613751145,78.12303893382159
2021-05-26 10:51:03,CCOS91UJ,"San Jose, CA",Streaming Musical,-114.31810093283012,197.07464622119105,1.0,129.9778831928919,94.17026520141624,79.8698953277746
2023-11-18 17:30:37,7KQO7YZU,"Philadelphia, PA",Streaming Vidéo,-78.38111132245164,162.96838754737175,4.0,622.4998928846618,49.23586574692132,60.2990832734485
2020-10-15 03:12:39,SF1FWTW6,"Philadelphia, PA",Réseaux Sociaux,-102.51640885598202,192.07625699206653,2.0,392.91048807602766,106.11712509558632,20.31117302233333
2021-03-03 18:26:43,B1GXAUSB,"Philadelphia, PA",Jeux en Ligne,-58.935155143514976,87.85031332056572,5.0,617.38522026138,133.20876507327796,75.58683075670262
2020-07-06 22:18:22,A2HZEPK9,"Dallas, TX",Navigation Web,-119.74889771463266,232.18118307851944,1.0,190.00678639175797,155.78853676065285,33.19088073447398
2021-06-16 09:12:27,81ZG9G4E,"Los Angeles, CA",Streaming Vidéo,-73.13209857949798,189.27342206524636,3.0,399.0076589947364,389.72813018004206,55.50796084817839
,ZAA9C2AJ,"Houston, TX",Streaming Musical,-58.353588627107165,156.19512473660376,5.0,586.4046090484397,208.1106180117925,70.43280671157703
2021-10-24 22:34:51,A1B98MW1,"Philadelphia, PA",Visioconférence,-119.0250044510755,166.5227948372924,4.0,533.983230961668,239.77243316888664,66.94802551274702
2023-09-19 01:18:18,BFSJMOX1,"New York, NY",Réseaux Sociaux,-54.42939377058279,116.0082507163784,5.0,862.3464239261833,312.25020099553353,47.29658020422554
2021-04-09 00:53:05,OJV4HQBC,"Philadelphia, PA",Streaming Musical,-95.30348665543904,159.7037846775383,2.0,349.8319438445925,112.81560905171952,49.9683247277853
2021-07-17 05:24:08,2JLUBOB6,"San Antonio, TX",Navigation Web,-79.82309374197254,122.70057423576743,2.0,576.9635015857732,206.64049138350373,43.800323718014994
2023-11-23 19:31:44,BHRQNARX,"Chicago, IL",Téléchargement de Fichiers,-60.00581133294719,164.26586925382549,4.0,514.2449357573126,379.5518653628621,50.42924710874648
2020-02-11 21:56:04,DIB5F4RV,"Phoenix, AZ",Streaming Musical,-96.93468451005111,258.9365670322805,2.0,589.3236535342982,186.835510662638,43.097224797901085
2021-07-18 12:56:40,ZWZZ397T,"Dallas, TX",Streaming Vidéo,-54.62310347429322,128.42098604844426,4.0,609.1384349226819,182.32959620475864,83.8314627222077
2023-04-27 05:40:02,ASCSGXG4,"Chicago, IL",Réseaux Sociaux,-94.61246385577373,227.6302643133715,3.0,496.480584477777,119.83355161892456,56.27020742832099
2021-05-21 22:22:51,QJ9KW3EB,"Houston, TX",Téléchargement de Fichiers,-41.15511519813077,49.89237918887039,5.0,700.0133342127803,333.3673702351712,64.18880811857497
2023-06-18 09:26:38,WCQQZ0P9,"Dallas, TX",Navigation Web,-50.15628585400909,118.30426478508704,5.0,661.6045524944627,342.8206943128585,62.94941802897332
2020-12-17 00:26:46,4BJGDVID,"Houston, TX",Téléchargement de Fichiers,-110.00843116796192,164.34853497156087,1.0,226.82283741011824,124.63735239832783,54.67151785126577
2019-01-22 18:06:23,3R4QBIX5,"Phoenix, AZ",Réseaux Sociaux,-118.25881806769384,219.55995756214995,1.0,392.0394208092174,137.33362098471656,30.038826212144425
2020-10-22 20:08:53,X0OYF5MK,"New York, NY",Navigation Web,-90.54971166009642,105.5988498233956,1.0,300.5407143785645,108.75038378267124,13.16153413192171
2022-01-23 13:31:26,0W1OYNK7,"Dallas, TX",Streaming Musical,-71.51540207043779,155.71717162565355,5.0,661.1320712018501,405.53570671187305,65.65587028814213
2023-06-05 20:43:41,L0FJ8Z1Y,"Philadelphia, PA",Jeux en Ligne,-30.91935322256954,84.90284983765636,5.0,728.4358542678036,439.7232928655722,81.59028575652131
2022-02-15 22:49:57,TU1UU157,"Los Angeles, CA",Visioconférence,-72.73929240279686,154.618257640427,2.0,551.048503559089,191.1335728086362,63.48675003390994
2019-01-28 01:17:54,TK4K3XND,"San Jose, CA",Jeux en Ligne,-107.98085164551196,163.6626618269436,1.0,279.12021802806544,188.6550177560036,77.67333369381265
2020-10-19 01:27:03,97VWVCXI,"Phoenix, AZ",Navigation Web,-40.03222150202407,126.49028233626012,3.0,792.015179400561,348.4803119971101,13.80047178599799
2020-08-11 19:24:34,4JKJSTZZ,"Houston, TX",Téléchargement de Fichiers,-115.99718116658804,209.33406125792823,1.0,113.49392257287232,58.2820322111204,36.54318958874856
2023-05-11 11:18:27,L2WQGF1I,"San Antonio, TX",Streaming Musical,-67.59793852541767,168.96929321700287,4.0,494.0419940545053,96.269561445393,74.43134415867326
2021-07-12 19:51:28,1R4A08DY,"San Diego, CA",Streaming Musical,-35.014275722307275,68.69216992395774,5.0,782.9963345361145,287.60216317243635,63.00214773226424
2022-06-15 01:02:59,YZGMC9WW,"San Antonio, TX",Streaming Vidéo,-102.6706837943923,156.2821031244377,2.0,610.5460071978207,192.14157544114695,70.3296603725282
2019-03-09 19:55:27,V54QBAJA,"Philadelphia, PA",Réseaux Sociaux,-49.57794300544231,115.84506635305983,3.0,517.6562450488806,420.1358794176578,53.56384400276389
2022-08-16 21:57:40,1FEI2WUA,"Houston, TX",Visioconférence,-109.72081503642416,278.8834773752466,1.0,494.36383638205774,41.40797276091027,63.2178300981722
2022-11-05 00:38:10,3D0F0TU6,"Philadelphia, PA",Streeming Vidéo,-97.51210603712524,180.3156234245619,2.0,321.4876811136086,146.26980704612856,44.58108169668709
2022-05-22 21:07:08,EQX8K9QD,"Chicago, IL",Streaming Vidéo,-103.47284917194844,142.9612803093399,4.0,491.7810850914243,289.5603206480416,88.87810230522285
2022-10-30 07:58:08,N0U7F6U3,"Los Angeles, CA",Streaming Vidéo,-50.18965376816664,50.13240806163729,5.0,680.5214727494174,311.8061703777684,94.43060136709468
2019-02-09 09:42:17,T0J18Y24,"Los Angeles, CA",Visioconférence,-46.61681562605754,96.35483839877216,5.0,678.8531856076522,422.4779884428862,97.74644031638964
2023-05-15 12:58:16,OYM0KG0X,"Dallas, TX",Téléchargement de Fichiers,-114.58322856972096,266.58945683264847,1.0,228.13547243264108,200.66077366858667,54.00939729495809
2020-12-11 08:07:38,HDZO992S,"Chicago, IL",Réseaux Sociaux,-39.84604082930996,76.44608718562154,4.0,852.1955029094202,464.9225862917952,41.6532362482778
2019-09-24 15:28:11,ZTY6CA2F,"San Diego, CA",Jeux en Ligne,-56.213641069044094,103.35194257521664,4.0,820.2208164993533,273.2667752259244,68.12295862100117
2022-03-09 02:34:34,GVXMH1W6,"Phoenix, AZ",Streaming Musical,-100.01388975185112,132.1467957275948,3.0,144.23096253989058,248.51675644398267,35.79129908650198
2020-09-30 09:03:49,RE7PVT2A,"San Antonio, TX",Jeux en Ligne,-112.46569874082684,201.7948834374732,2.0,329.47717210291233,130.91308889586347,76.86039541704208
2022-06-04 06:31:02,QHZY1HK9,"Houston, TX",Streaming Musical,-78.69009001211728,248.2009735331716,3.0,613.9502123960357,148.47075801503553,70.0048288241949
2020-01-05 12:53:03,T3JZYMHW,"Houston, TX",Réseaux Sociaux,-37.6269055375374,80.83848205842966,4.0,473.5587060921152,233.71979162857147,42.59618008555264
